requirements.started,requirements.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Subject ID,Age,Gender,date,expName,psychopyVersion,OS,frameRate,instructions1.started,instructions1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,example.started,example.stopped,enter_2.keys,enter_2.rt,enter_2.duration,instructions2.started,instructions2.stopped,enter_3.keys,enter_3.rt,enter_3.duration,image.started,image.stopped,slider_2.started,slider_2.stopped,next.keys,next.rt,next.duration,slider.response,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,trial_block_1.ran,Path,Width,Height,Index,Duration,trial_block_2.thisRepN,trial_block_2.thisTrialN,trial_block_2.thisN,trial_block_2.thisIndex,trial_block_2.ran,rest_break.started,rest_break.stopped,end_break.started,end_break.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trial_block_3.thisRepN,trial_block_3.thisTrialN,trial_block_3.thisN,trial_block_3.thisIndex,trial_block_3.ran,trial_block_4.thisRepN,trial_block_4.thisTrialN,trial_block_4.thisN,trial_block_4.thisIndex,trial_block_4.ran,questions_intro.started,questions_intro.stopped,enter_12.keys,enter_12.rt,enter_12.duration,question2.started,question2.stopped,question_doingbest.response,question_doingbest.rt,enter_15.keys,enter_15.rt,enter_15.duration,pattern.started,pattern.stopped,pattern_2.text,enter_17.keys,enter_17.rt,enter_17.duration,thankyou.started,thankyou.stopped,enter_14.keys,enter_14.rt,enter_14.duration
0.0002,9.594,return,9.5871,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,9.5941,15.9825,return,6.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,15.9825,21.5356,return,5.5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,21.5356,38.6068,return,17.0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,38.613,40.4066,40.4066,46.842,return,2.5566,,75,0,0,0,26,1,FBP-RB-19.png,0.37,1.2,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,46.8463,48.6421,48.6421,51.3833,return,0.8083,,74.73958333,0,1,1,31,1,FBP-YG-71.png,0.37,1.2,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,51.3836,52.6776,52.6776,56.6189,return,1.2036,,50.13020833,0,2,2,55,1,FBP-PT-19.png,0.35,1.2,56,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,56.6192,58.4191,58.4191,61.0426,return,0.894,,99.21875,0,3,3,29,1,FBP-RB-19.png,0.45,1.2,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,61.0429,62.3368,62.3368,64.9722,return,1.0975,,50.390625,0,4,4,1,1,FBP-OG-71.png,0.37,1.2,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,64.9723,66.2663,66.2664,69.09,return,0.8141,,75.78125,0,5,5,13,1,FBP-OG-91.png,0.43,1.2,14,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,69.0902,70.89,70.89,74.6903,return,0.8244,,99.73958333,0,6,6,34,1,FBP-YG-71.png,0.45,1.2,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,74.6905,75.9843,75.9843,78.3844,return,0.6953,,23.828125,0,7,7,10,1,FBP-OG-91.png,0.35,1.2,11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,78.3846,80.1845,80.1845,81.9846,return,0.6489,,74.47916667,0,8,8,18,1,FBP-RB-17.png,0.43,1.2,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,81.9848,83.2787,83.2787,85.867,return,0.8165,,74.73958333,0,9,9,12,1,FBP-OG-91.png,0.4,1.2,13,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,85.8672,87.667,87.6671,95.7144,return,4.4943,,26.04166667,0,10,10,30,1,FBP-YG-71.png,0.35,1.2,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,95.7187,97.5147,97.5147,100.444,return,1.0259,,99.73958333,0,11,11,44,1,FBP-YG-91.png,0.45,1.2,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,100.4441,101.7382,101.7382,104.4443,return,0.6387,,50.26041667,0,12,12,11,1,FBP-OG-91.png,0.37,1.2,12,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,104.4444,105.7383,105.7384,109.7856,return,1.146,,98.95833333,0,13,13,59,1,FBP-PT-19.png,0.45,1.2,60,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,109.7858,111.5856,111.5857,114.7387,return,1.7072,,74.609375,0,14,14,24,1,FBP-RB-18.png,0.45,1.2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,114.739,116.5388,116.5388,118.0095,return,0.3009,,24.86979167,0,15,15,41,1,FBP-YG-91.png,0.37,1.2,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,118.0097,119.3036,119.3036,122.2684,return,0.8727,,99.47916667,0,16,16,49,1,FBP-PT-17.png,0.45,1.2,50,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,122.2687,123.5627,123.5627,127.0333,return,2.1713,,26.04166667,0,17,17,56,1,FBP-PT-19.png,0.37,1.2,57,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,127.0335,128.8333,128.8333,132.3158,return,0.6614,,74.47916667,0,18,18,17,1,FBP-RB-17.png,0.4,1.2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,132.3161,134.1157,134.1158,136.716,return,1.0982,,75.13020833,0,19,19,27,1,FBP-RB-19.png,0.4,1.2,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,136.716,138.0104,138.0104,141.5279,return,0.6767,,87.890625,0,20,20,9,1,FBP-OG-81.png,0.45,1.2,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,141.5282,143.3281,143.3282,145.1986,return,0.6129,,12.36979167,0,21,21,16,1,FBP-RB-17.png,0.37,1.2,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,145.1989,146.4928,146.4928,149.3047,return,0.4897,,4.427083333,0,22,22,50,1,FBP-PT-18.png,0.35,1.2,51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,149.305,151.1049,151.1049,152.4107,return,0.2524,,25,0,23,23,21,1,FBP-RB-18.png,0.37,1.2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,152.411,154.2108,154.2109,157.3404,return,0.7193,,78.515625,0,24,24,19,1,FBP-RB-17.png,0.45,1.2,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,157.3406,158.6345,158.6346,160.9405,return,0.5307,,86.71875,0,25,25,53,1,FBP-PT-18.png,0.43,1.2,54,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,160.9408,162.2344,162.2345,164.1523,return,0.5372,,74.73958333,0,26,26,8,1,FBP-OG-81.png,0.43,1.2,9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,164.1525,165.4465,165.4465,167.6229,return,0.3248,,50.13020833,0,27,27,2,1,FBP-OG-71.png,0.4,1.2,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,167.623,169.4232,169.4232,170.6585,return,0.1974,,61.328125,0,28,28,33,1,FBP-YG-71.png,0.43,1.2,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,170.6587,172.4585,172.4585,175.3763,return,0.6128,,74.34895833,0,29,29,28,1,FBP-RB-19.png,0.43,1.2,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WIN24_064,19,Male ,2024-02-15_14h59.57.085,jersey_experiment_5,2023.2.2,Win32,85.47008547,,,,,,,,,,,,,,,,175.3765,177.1764,177.1764,179.1531,return,0.175,,73.828125,0,30,30,38,1,FBP-YG-81.png,0.43,1.2,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
